LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,credit_utilization,avg_pay_amt,pay_bill_ratio_avg,max_delay,monthly_burden_ratio,std_pay_bill_ratio,Predicted_Label,Prob_Class_0,Prob_Class_1,True_Label
-1.026203115,1,1,2,-0.43195142,0.895911216,0.762510588,1.090664038,0.751743851,0.743348363,-0.200301998,-0.029580092,-2.130954938,-1.733562223,-0.239941573,-0.150869088,-0.330983376,0.34295256,-0.64345654,-0.045009244,1.47744271,0.274385815,-0.011538442,1,0.11042787,0.88957213,1
-0.049575713,1,2,2,-0.531659974,0,0,0,0,0,1.383939913,0.718123194,0.48323117,0.493631216,0.574137942,0.260845627,0.18864428,0.581461863,0.401038088,-0.089542952,0,0.223099337,-0.087569359,0,0.793117652,0.206882348,0
-0.853837636,2,2,1,0,0,0,0,0,0,0.064495756,-0.219271256,-0.102516268,-0.10540038,-0.348274831,-0.326511818,-1.425858994,0.620904951,-0.509435839,-0.098649504,0,0.162320299,-0.068613223,0,0.802743969,0.197256031,0
-0.853837636,2,1,2,-0.784354181,0.455658403,0.762510588,0.753295259,0,0,-0.074347478,-0.416020694,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,0.151129883,-1.213829043,-0.131977952,1,-0.793416212,-0.066717259,1,0.048674312,0.951325688,1
-0.158822689,1,2,2,-0.406398877,0,0,0,0,0,0.724989709,0.180877095,0.127141973,0.05703508,0.296585983,0.262613696,0.233694732,0.331464426,0.075110242,-0.079054247,0,-0.037416592,-0.08833233,1,0.351629076,0.648370924,1
-0.608465579,2,2,2,-0.160826145,0,0,0,0,0,-0.164682216,-0.160962839,-0.155648881,-0.076956919,-0.157735978,-0.150869088,-0.128917569,0.018103349,-0.361812891,-0.001202754,0,-0.023966455,-0.062271075,0,0.912216771,0.087783229,0
1.296637744,1,1,2,1.123063382,-1,0,0,0,-1,3.409842926,0.778165065,2.230767528,1.305584627,0.118805404,-0.150869088,-0.430334086,0.058014714,1.151327052,-0.061334045,0,-0.301170895,-0.040600378,0,0.966081446,0.033918554,0
0.570794616,1,1,1,0.408944057,-1,0.762510588,0.753295259,-1,-1,-0.263043314,-2.284972427,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.641266877,-2.205168593,-0.161355007,1,-1.073932701,-0.099869115,1,0.431098494,0.568901506,0
-1.026203115,1,1,2,-1.180650703,0,0,0,0,0,-0.079822775,-0.268560449,-0.140495591,-0.160675105,-0.215334442,-0.260657687,-0.202470585,0.633988538,-0.444770311,-0.056379659,0,0.661430772,-0.07210478,1,0.251443552,0.748556448,1
-0.853837636,2,1,2,1.160250299,-1,0,0,-1,-1,0.108622381,-0.284879459,0.785733307,0.665682659,0.712524372,0.681251247,0.573955305,0.171021322,0.635994916,0.724894582,0,1.530465737,0.307749117,0,0.791924846,0.208075154,0
0,1,3,1,0.347308094,0.455658403,0.762510588,0.753295259,0.751743851,0,0.984648923,0.581455708,0.407693607,-1.733562223,0.296585983,0.740446044,0.196828581,0.41240166,0.291678978,-0.084533392,1,0.02314511,-0.06270817,0,0.541782374,0.458217626,1
-0.608465579,1,2,2,-1.121555117,-1,-1,0.753295259,0,0,0.363373676,0.718123194,-2.130954938,0.045683696,0.118805404,0.283616202,0.308219326,0.600851697,0.090554406,-0.048105875,1,0.685723989,-0.044509294,0,0.786357342,0.213642658,0
0.188133158,1,2,1,0.051697963,0.895911216,0.762510588,0.753295259,0.751743851,0.743348363,1.021722044,0.470548752,0.487885618,0.286506279,0.429145153,0.403559093,0.341480337,0.296172429,0.336017646,-0.083413946,1,-0.134981643,-0.093429347,1,0.007956935,0.992043065,1
-0.608465579,1,3,2,0.216728087,0,0,0,0,0,0.107328968,-0.103954999,-0.104753591,-0.10540038,-1.676919364,-1.605527852,-0.466252587,0.288136753,-0.561266967,-0.09968674,0,-0.308538712,-0.063705186,0,0.728463831,0.271536169,0
-0.853837636,1,2,2,-0.864983754,1.325052153,0.762510588,0.753295259,0.751743851,0,-0.060679955,-0.277656744,-0.35754819,-1.733562223,-0.287636938,-0.275132484,-0.128917569,0.402854502,-0.601894525,-0.085329284,1.47744271,0.000378081,-0.069471089,1,0.129835131,0.870164869,1
0.77266758,2,1,1,-0.078618379,0,0,0,0,0,4.427624467,1.378411022,1.010470583,0.589131953,0.298549648,0.338272375,0.513302216,0.434949099,0.734737421,-0.111444979,0,-0.268325204,-0.08376225,0,0.875844258,0.124155742,0
0.725368904,1,1,2,0.075281723,-1,-1,-1,-1,-1,-0.377246994,-1.740431059,0.124834395,-1.733562223,-0.055426598,-1.605527852,-1.425858994,-0.662574104,-0.695797969,1.119888403,-1.12555572,-0.98104288,1.77014791,0,0.7171607,0.2828393,1
-0.512494733,2,2,2,-0.160826145,0,0,0,0,0,0.582554996,0.136399954,0.663983142,-0.238970144,-0.454125845,-0.150869088,0.09661662,0.373369338,-0.06263618,-0.051038904,0,0.277316725,0.017566023,0,0.87289722,0.12710278,0
-0.608465579,1,2,2,-1.121555117,0,0,0,0,0.743348363,-0.100018149,-0.160962839,-0.089873706,-0.10540038,0.048294675,-1.605527852,-0.161083393,0.122839829,-0.383767822,-0.03916135,1,-0.057036336,-0.050482398,0,0.66943944,0.33056056,0
0.725368904,2,1,1,-0.337162648,0.455658403,-1,-1,-1,-1,-0.418484844,-0.322612309,1.775224058,0.256454493,-1.676919364,1.468548084,0.650067327,-0.575128113,1.105328889,1.836714046,0.509247606,0.117014831,1.766437352,0,0.920344565,0.079655435,0
-0.514935923,1,1,1,0.805322979,-1,-1,0.939934022,0.415878859,-0.446781163,-0.402082302,-0.396015153,-2.130954938,-1.733562223,-1.053440478,-1.605527852,-0.830836073,-0.61631664,-1.08515101,0.565621286,1.264130301,-0.794719267,0.596184029,1,0.001117732,0.998882268,1
-0.608465579,2,2,1,-0.989375281,-1,-1,-1,-1,-1,-0.392385348,-2.284972427,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.660415443,-2.205168593,-0.161355007,-1.12555572,-1.073932701,-0.099869115,0,0.739199311,0.260800689,0
0.484827693,2,1,2,-0.160826145,0,0,0,0,0,0.399010724,1.773506346,1.990259512,2.128984166,0.133616826,0.122643281,0.214170948,-0.120048228,1.657649643,0.46627216,0,0.935823128,0.323998025,0,0.978980958,0.021019042,0
-0.608465579,2,3,3,0.963609725,0,0,0,0,0,0.349682605,0.069922552,0.06989865,0.126517766,-0.046175859,-0.035761269,-0.012452237,0.612777984,-0.149043978,-0.086531085,0,0.309690866,-0.083690585,0,0.784451342,0.215548658,1
0.032391404,2,2,2,-0.418187235,0.895911216,0,0,0,0,1.062324196,0.469176339,0.423982627,0.475352296,0.504841112,0.289940566,0.409717034,0.340440733,0.385731081,-0.064751307,1,0.097719111,-0.081550988,1,0.013303417,0.986696583,1
-0.853837636,1,2,1,0,0.895911216,0,0,0,0.743348363,0.082105073,-0.108960543,-0.059272941,-0.195620951,0.139545905,-0.116347594,-1.425858994,0.599842408,-0.343439918,-0.071627691,1,0.460109758,-0.063252558,1,0.270242609,0.729757391,0
0.725368904,1,2,1,-0.531659974,-1,-1,0.753295259,0.751743851,-1,-0.418055718,0.108288806,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.663135611,-0.879027442,0.739559745,1,-1.012972197,1.824858662,0,0.843757828,0.156242172,0
0.218553088,1,1,1,0.408944057,0.596451801,0.762510588,0,0,0,0.462798278,-2.284972427,-0.051084719,0.025948394,-0.008011476,0.403036783,0.165973775,-0.115418156,-0.118006738,-0.067823986,1,-0.556695945,-0.046602434,1,0.019641038,0.980358962,1
0.392056533,1,1,2,-0.054916784,-1,-1,-1,-1,-1,-0.406201121,-0.882637148,-0.787664914,-0.588160619,-0.501142594,-0.479410086,-0.412406367,-0.666226852,-0.927149852,1.576873089,-1.12555572,-0.993167862,-0.099869115,1,0.081459093,0.918540907,1
0.725368904,2,2,1,0.039052543,-1,-1,-1,-1,-1,-0.399866523,-2.284972427,0.229660607,-0.034346234,-1.676919364,-1.605527852,-1.162742917,-0.662139314,-0.566383472,1.469842339,-1.12555572,-0.951863871,1.827113455,1,0.077620437,0.922379563,1
0.644682399,1,3,2,0.525627896,0,0,0,0,0,4.099324878,1.23033264,1.151616598,0.812590034,0.804462332,0.733260836,0.689446878,0.597609366,0.996682187,-0.101401418,0,0.088921557,-0.09508925,0,0.58672575,0.41327425,1
0.925044795,1,1,1,0.408944057,0.455658403,-1,-1,-1,-1,-0.418055718,-2.284972427,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.672407241,-2.205168593,-0.161355007,0.509247606,-1.073932701,-0.099869115,0,0.539147851,0.460852149,1
1.023524102,2,1,2,0.147455335,0.455658403,-1,-1,-1,-1,-0.418055718,-2.284972427,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.672407241,-2.205168593,-0.161355007,0.509247606,-1.073932701,-0.099869115,1,0.351507813,0.648492187,1
0.013788163,1,2,2,0.607794866,0,0,0,0,0,0.934192736,0.275195493,0.428851269,0.265969928,0.347372925,0.339236366,0.295230874,0.391817731,0.238710891,-0.088984941,0,-0.054848329,-0.093976536,1,0.072827728,0.927172272,1
-1.026203115,1,2,2,-0.84886318,0.711569761,0.762510588,0.753295259,0,0,-0.142405508,-0.228082377,-2.130954938,-0.317999454,-0.193470535,-0.329928455,-0.336512742,0.448744249,-0.645300959,-0.05429438,1,0.270752545,-0.043712291,1,0.003937149,0.996062851,1
-0.853837636,1,2,1,0.525627896,0.895911216,0,0,0,0,0.115853566,-0.202344304,-0.036041361,-0.043753682,-0.196946188,-0.188375895,-0.161083393,0.637448972,-0.355519345,-0.07906678,1,0.438505235,-0.081480907,1,0.190402182,0.809597818,0
-0.763299843,1,2,1,-0.140993237,0,0,0,0,0,-0.120587383,-0.282105732,-0.092726541,-0.161871369,-0.613424209,-0.679617995,-0.439591608,-0.068064014,-0.56945688,0.026071538,0,-0.057694587,-0.001166936,1,0.007126983,0.992873017,1
0.542869948,2,2,2,-0.747647644,0,0,0,0,0,0.867253325,0.006070958,2.464759097,-0.027165126,0.004277768,-0.072142671,-0.069077888,-0.080839517,0.982019401,0.09597356,0,0.179778625,0.236268749,0,0.963658705,0.036341295,0
0.454615599,1,2,2,-0.43195142,0.455658403,0.762510588,0,0,0,3.170063317,-2.284972427,0.851648385,0.579700558,0.641799348,0.714381045,0.541675052,0.578658855,0.580765707,-0.115075704,1,-0.143484046,-0.082248386,0,0.653958568,0.346041432,1
-0.608465579,1,3,2,0.525627896,0.895911216,0,0,0,0.743348363,-0.306641074,-0.298245705,-0.238980192,-0.1399157,-0.136817166,-1.605527852,-0.461212159,-0.256317616,-0.555926171,0.064820394,1,-0.301446186,0.024171251,1,0.245105119,0.754894881,0
0.120988362,1,2,1,-0.728430374,-1,-1,-1,-1,-1,-0.418055718,-2.284972427,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.672407241,-2.205168593,-0.161355007,-1.12555572,-1.073932701,-0.099869115,1,0.046121573,0.953878427,1
-1.281037767,2,1,2,-0.989375281,0.895911216,0,0,0.751743851,0.743348363,-0.274231712,-0.277656744,0.076078625,-1.733562223,-0.196946188,-0.385537003,-1.425858994,0.577910748,-0.572470004,0.015445646,1,1.056971125,0.045294544,1,0.273345116,0.726654884,0
0.252764482,2,1,1,0,-1,-1,-1,-1,-1,-0.256675022,0.648539192,0.484096114,0.875944101,0.876662792,0.273536437,0.742746263,-0.550570844,0.764091157,1.714414617,-1.12555572,0.273342846,0.71212843,0,0.915156391,0.084843609,0
-0.719762932,2,1,2,-0.636726951,0,0,0,0,0,0.13830464,0.581455708,-0.14808334,0.867885476,0.903965695,1.088405212,-0.181500805,0.40917988,0.753260813,0.335877939,0,1.493896036,0.191745202,0,0.887394965,0.112605035,0
-0.474733043,1,2,2,-0.575820574,0.781251384,0,0,0.751743851,0.095134648,0.506732279,0.151903171,0.667889923,-1.733562223,0.194166341,0.206995176,0.137617559,0.571991492,0.062389408,-0.069425039,1,0.40577211,-0.05265974,1,0.001089375,0.998910625,1
-0.281620099,2,2,2,-0.531659974,0.895911216,0.762510588,0,0,0.743348363,0.650602995,-2.284972427,0.092621702,0.145461331,0.552718788,-1.605527852,0.18864428,0.481262486,-0.078167671,-0.102294535,1,-0.087907901,-0.06266039,1,0.19076127,0.80923873,1
0.700992914,1,1,1,0.283288418,0.455658403,-1,-1,-1,-1,-0.418055718,-2.284972427,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.672407241,-2.205168593,-0.161355007,0.509247606,-1.073932701,-0.099869115,1,0.267841558,0.732158442,0
0.454615599,2,1,1,0.468340026,0.455658403,-1,-1,-1,-1,-0.418055718,0.698562245,-2.130954938,0.795723628,2.103077602,0.653665313,0.60566859,-0.484922553,1.412256582,1.728769095,0.509247606,0.736470032,1.835401588,0,0.803726627,0.196273373,0
-1.262766186,1,3,2,-0.998852542,0.455658403,1.081013803,0.753295259,1.088149896,0.053297891,-0.288612377,-0.861886202,-0.611253855,-1.733562223,-1.676919364,-0.43098227,-0.488723952,0.338247573,-0.995450602,-0.064957839,1.47744271,0.09865764,-0.041391956,1,0.002542001,0.997457999,1
0.542869948,1,2,2,0.283288418,-1,-1,-1,-1,-1,0.75038833,-0.028675999,0.190328428,0.449161691,0.289887051,0.162518748,0.062780153,-0.495369397,0.086999378,0.189037516,-1.12555572,-0.615137248,0.421600341,0,0.855081303,0.144918697,0
-1.026203115,1,2,1,-0.636726951,0,0,0,-1,-1,-0.100851963,-0.029580092,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.191741737,-0.967611451,0.018589413,0,-0.323328855,-0.036149945,0,0.711342785,0.288657215,0
-0.281620099,2,2,1,0.963609725,0,0,0,0,0,-0.159251025,-0.326682729,-0.155994863,-0.534592055,-0.436355554,-0.297957251,-0.356795069,-0.269324677,-0.603503861,-0.042048009,0,-0.650991758,-0.046967871,0,0.843105088,0.156894912,0
0.32446787,2,1,2,-0.337162648,-1,-1,-1,-1,-1,-0.22892658,-0.947085918,-0.633282181,0.392735375,0.363895132,0.724659983,0.142099579,-0.599712686,0.158321145,1.141335598,-1.12555572,-0.427544029,1.06588841,0,0.90431155,0.09568845,0
-0.102035033,2,1,2,-0.337162648,-1,-1,-1,-1,-1,-0.397148895,-0.484417368,-0.298007245,-0.530836013,-0.444401008,-0.42511581,-0.356795069,-0.650130701,-0.70134337,1.475201507,-1.12555572,-0.808406208,0.232929806,0,0.638061494,0.361938506,1
0.281143532,2,2,2,-0.418957976,0.629903399,0.762510588,0.753295259,0.751743851,0.449143014,2.100922146,-2.284972427,1.382977729,-1.733562223,0.91806501,0.793612145,-0.541709402,0.559881654,0.695846033,-0.091600603,1,0.16084126,-0.049586559,1,0.00075024,0.99924976,1
-0.049575713,2,3,1,0.147455335,-1,-1,-1,-1,-1,-0.359052219,0.215150669,-0.592093669,-0.0714542,-0.287636938,0.374847382,0.215725067,-0.613992059,-0.094835252,1.644187131,-1.12555572,-0.359526075,0.901538515,0,0.864972057,0.135027943,0
0.722748648,2,2,2,0.002459286,0.455658403,-1,-1,-1,-1,-0.418055718,-2.284972427,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.672407241,-2.205168593,-0.161355007,0.509247606,-1.073932701,-0.099869115,1,0.027791497,0.972208503,1
0.047040654,2,1,2,-0.337162648,0,0,0,0,0,1.781387596,0.652229195,0.306397082,0.569131784,0.613522015,0.269687256,0.215207651,0.630391754,0.39772068,-0.104345187,0,0.093626148,-0.086078812,0,0.88404621,0.11595379,1
0.358536398,2,2,1,0.216728087,0,0,0,0,0,-0.099167657,-0.292609271,-0.228820972,-0.238585711,-0.157735978,-0.150869088,-0.128917569,-0.421226967,-0.437733748,-0.042956521,0,-0.832495667,-0.083396771,0,0.895121891,0.104878109,0
0.725368904,2,1,2,0.075281723,-1,0,0,-1,0,-0.37673786,0.718123194,0.230638535,1.239627902,0.574698862,-1.605527852,-1.425858994,-0.583781584,0.550669223,0.982492045,0,-0.38564707,0.953478032,0,0.95548917,0.04451083,0
0.32446787,1,1,1,0.468340026,-1,-1,0,-1,-1,0.127951428,2.423766242,1.051429139,0.86099161,0.441110227,0.611883119,1.048892015,-0.416397374,1.371640304,1.346327349,0,0.852233951,0.669264259,0,0.917968608,0.082031392,0
-0.049575713,2,2,2,-0.531659974,0.895911216,0,0,0,0,-0.246996333,-0.343210164,-0.279661658,-0.173309948,-0.474331174,-0.44396247,-0.379678902,-0.414461887,-0.597490415,-0.014973135,1,-0.76946453,-0.033623452,1,0.193155462,0.806844538,0
-0.351271618,1,1,2,-0.747647644,0.455658403,0.397283043,-1,-1,-1,0.775207951,0.581455708,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.228612855,-0.572470004,-0.035460662,0.509247606,-0.574855515,-0.064517096,0,0.653210056,0.346789944,0
0.650664224,2,2,2,0.347308094,-1,0,0,0,0,-0.230159731,0.973483038,0.612108638,0.503778049,0.903965695,-1.605527852,-1.425858994,-0.48666517,0.466497701,0.346037839,0,-0.40205697,0.253460496,0,0.922318286,0.077681714,0
-0.105988573,1,2,1,0.285001998,-0.929114494,0.708459639,0.753295259,0,1.051080316,-0.172110765,-0.203817328,-2.130954938,0.452299117,0.538996358,-1.605527852,-1.322609001,-0.277075953,-0.136417142,0.067144402,1.443598942,-0.35015986,0.103415908,1,0.001416523,0.998583477,1
0.252764482,2,2,2,-0.864983754,0,0,0.753295259,0,0,2.09767026,1.983856369,-2.130954938,0.579700558,1.786488093,1.00749736,0.435321903,0.480913908,1.392721137,0.025461031,1,0.958751915,0.030849362,0,0.762883582,0.237116418,0
0.59804419,2,1,1,0.075281723,0,0,0,0,0,1.689013659,2.188922479,1.986191643,0.871072526,0.903965695,0.864227968,0.435321903,0.240443544,1.452947635,0.039911754,0,0.609634247,-0.007362935,0,0.953572244,0.046427756,0
0.252764482,2,1,2,-0.747647644,0,0,-1,-1,-1,1.86352006,-1.163188104,-0.175669726,-0.092973682,-0.015552991,-0.1998971,0.099185082,-0.271736746,-0.376276369,-0.07577155,0,-0.765728847,1.080314191,0,0.872999638,0.127000362,0
-0.217438296,1,3,2,-0.636726951,0,0,0,0,0,1.10843399,0.446547393,0.136468053,0.198085209,0.071364651,0.082270169,0.09661662,0.458914443,0.032880659,-0.094949964,0,-0.027118045,-0.090300315,0,0.806876814,0.193123186,0
0.77266758,1,2,1,0.283288418,-1,-1,-1,-1,-1,-0.418055718,-2.284972427,-0.362343458,0.064191763,-1.676919364,0.419439289,0.726135872,-0.65988539,0.11108577,3.734413963,-1.12555572,-0.702962312,1.829649667,0,0.806242854,0.193757146,0
-0.608465579,1,1,2,-0.337162648,1.745540861,1.105614249,0.753295259,0.751743851,0.743348363,0.240915354,-2.284972427,-0.191193977,-0.10540038,0.026396418,-1.605527852,0.174643406,0.48799704,-0.412190026,-0.103856033,1.944540014,-0.099289348,-0.066343079,1,0.121504097,0.878495903,0
0.289242979,1,1,2,-0.160826145,0,0,0,0,0,2.629513233,1.130936983,0.552354639,0.483321279,1.579508966,0.465892792,0.911588451,0.377615791,1.166185164,0.006089807,0,0.682721371,0.072935998,0,0.892904995,0.107095005,0
-0.74328024,1,2,2,0.51493816,-1,-1,0.881486935,0.751743851,-1,-0.400234512,-0.250391091,-1.705903359,-1.733562223,-0.383207314,-1.605527852,-0.780879257,-0.608811408,-0.819110895,1.271377679,1.181416258,-0.475053434,1.508147825,1,0.005740686,0.994259314,1
-0.316418534,2,2,2,-0.617243097,0.895911216,0.762510588,0.753295259,0.751743851,0.193583947,0.299644673,0.274108085,-2.130954938,0.556342581,-1.676919364,0.149799011,0.062190977,0.304298513,-0.048493789,-0.069908082,1,0.005674282,-0.031701,1,0.002957307,0.997042693,1
0.484827693,2,2,1,0.216728087,-1,-1,-1,-1,-1,-0.408086322,-2.284972427,-2.130954938,-0.238970144,-0.540311904,-0.53743521,-1.425858994,-0.670195328,-1.044849924,2.871147071,-1.12555572,-1.020854108,0.774616635,0,0.847274177,0.152725823,0
-0.351271618,2,1,1,-0.160826145,-1,-1,-1,-1,-1,-0.371491477,-0.488454325,0.302963684,0.287672776,0.425444622,-1.605527852,-1.425858994,-0.573061756,-0.127487092,1.434076959,-1.12555572,-0.061631306,0.785065257,0,0.817332183,0.182667817,0
0.335991556,1,2,1,0.309397661,0.895911216,0,0,0,0,2.310614799,1.015628502,0.932426754,0.727257772,0.728562063,0.722592791,0.574955705,0.575038219,0.837616375,-0.085700445,1,0.259877115,-0.094043188,1,0.030533981,0.969466019,1
0.32446787,1,1,1,-0.078618379,-1,-1,-1,-1,-1,-0.400389483,-2.284972427,-0.354689316,0.582472723,-0.156610712,0.411969597,-1.055497483,-0.641390868,-0.104475473,1.841186832,-1.12555572,-0.630555157,1.553080425,0,0.576411562,0.423588438,0
-0.608465579,1,2,2,-0.337162648,0,0,0,0,0,0.441378787,0.108288806,-0.155648881,-0.159092083,-0.136100279,0.113618786,-0.088710741,0.488894469,-0.245398052,-0.083055527,0,0.156426239,-0.081691753,0,0.674234092,0.325765908,0
0.047040654,1,1,2,0.347308094,0,0,0,0,0,1.735842962,0.840985311,0.675530289,0.263783861,0.380667828,0.233537291,0.191116125,0.534412433,0.366311878,-0.097053888,0,0.055803375,-0.087325048,0,0.782254666,0.217745334,0
-0.351271618,2,3,1,0.408944057,0,0,-1,-1,-1,0.00795666,0.22641037,0.731068305,1.139043565,-1.676919364,-1.605527852,-1.425858994,-0.289906259,0.363311018,0.583559237,0,0.628852505,0.605431602,0,0.909303235,0.090696765,0
0.175587205,1,2,2,-0.747647644,0,0,0,0,0,1.721008264,0.404905497,0.34164167,0.292082124,0.37306965,0.365995223,0.09661662,0.365296185,0.21376751,-0.103270813,0,-0.252101597,-0.091198824,0,0.808859258,0.191140742,0
-1.026203115,2,2,1,0.511739152,0.455658403,0.762510588,0.753295259,0.751743851,0,-0.076741512,-2.284972427,0.248318399,-1.733562223,-0.202505532,0.029160484,-0.041288338,0.587412109,-0.389619992,-0.033799358,1,0.751816182,-0.003815721,1,0.058107576,0.941892424,1
0.091832672,2,2,2,-0.636726951,0,0,0,0,0,0.866453456,0.42134058,0.407693607,0.30400748,0.43047544,0.411627649,0.174643406,0.287242851,0.274848397,-0.078464453,0,-0.102150479,-0.089296932,0,0.919036331,0.080963669,0
0.091832672,2,2,1,-0.078618379,-1,-1,-1,-1,-1,-0.246044252,0.096302525,1.036814562,2.018581729,0.012198895,0.154386286,-1.425858994,-0.392965436,1.155476494,1.309540748,0,0.924743726,0.998207241,0,0.80059845,0.19940155,0
-0.608465579,1,1,1,0.468340026,0.895911216,0,0,0,0,0.265078149,-0.136587208,-0.094902017,-0.050015272,0.118805404,0.060858502,0.040707205,0.54769062,-0.189893793,-0.083412128,1,0.244487198,-0.095434598,1,0.164243237,0.835756763,1
-0.614735159,1,2,1,0.289985358,0.895911216,0.762510588,0.753295259,0.751743851,0.743348363,0.077964349,0.081183168,-0.069406432,-0.079275226,-1.676919364,0.194963324,-0.033313199,0.361221293,-0.241604204,-0.059228466,1,0.188034755,-0.057143868,1,0.013383824,0.986616176,1
-0.15780864,1,2,2,0.147455335,0,0,0,0,0,1.249903075,0.488787868,0.438764391,0.418368222,0.074608202,0.092946254,0.079066503,0.533539498,0.163755082,-0.096351623,0,0.063657355,-0.088043203,0,0.799795942,0.200204058,0
-1.026203115,2,1,2,-0.869415529,1.112086681,0.762510588,0.753295259,0.751743851,0.743348363,-0.407884718,-2.284972427,-2.130954938,-1.733562223,-1.676919364,-1.605527852,-1.425858994,-0.612408641,-2.205168593,-0.161355007,1.240507001,-1.073932701,-0.099869115,1,0.03551204,0.96448796,1
-0.853837636,1,2,2,-0.864983754,-1,-1,-1,-1,-1,-0.393982247,-0.509029154,-0.766603973,-0.5708964,-0.484022889,-1.605527852,-0.20391915,-0.611538241,-0.834331636,1.545692097,-1.12555572,-0.368700681,1.803651425,0,0.750058841,0.249941159,0
-1.281037767,2,1,2,-0.989375281,0,0,0,0,0,-0.272163644,-0.029580092,-0.001922986,0.045683696,-0.157735978,-0.150869088,-0.128917569,0.519967043,-0.270757623,0.187592146,0,1.433791084,0.014299913,0,0.946976277,0.053023723,0
0,2,1,2,-0.24690361,0,0,0,0,0,0.728800628,-0.017018321,-0.013574775,-0.076680371,0.030955238,0.003581784,0.011429769,0.127374609,-0.201728282,-0.10074413,0,-0.5027376,-0.09580967,0,0.950275943,0.049724057,0
0.624656,2,3,1,0.634354974,0.455658403,-1,0.753295259,0.751743851,-1,-0.418119313,-0.74486631,-2.130954938,-1.733562223,0.570855515,0.313975751,0.103599194,-0.657698608,-0.152983236,2.481935735,1,-0.783753495,-0.099869115,0,0.515826664,0.484173336,0
-0.217438296,2,2,2,-0.337162648,0,0,0.753295259,-1,0,-0.357368256,0.022032866,-2.130954938,-0.177691016,-1.676919364,-1.605527852,1.044590406,-0.625160479,0.308225237,4.844153184,1,0.340896166,1.838158929,0,0.900080786,0.099919214,0
0.358536398,2,1,1,1.332330414,-1,-1,-1,-1,-1,-0.379339937,-0.219660632,-0.175669726,-0.092973682,-0.015552991,-0.014874909,-0.012678267,-0.6475648,-0.291938693,1.580178472,-1.12555572,-0.760473465,-0.099869115,0,0.739348219,0.260651781,0
-0.222086206,1,2,2,-0.434385466,0.895911216,0,0,0,0.743348363,0.330631771,0.129718315,0.049398213,0.083981013,0.416007428,-1.605527852,0.512028778,0.234844232,0.101675173,-0.047775285,1,0.069220788,-0.047052452,1,0.013147336,0.986852664,1
0.047040654,2,1,2,-0.24690361,0.895911216,0.762510588,0.753295259,0.751743851,0,-0.07227702,0.309483359,-2.130954938,0.483321279,-1.676919364,0.283616202,0.240469872,-0.241739786,0.002002006,0.039254139,1,-0.348613016,0.021995619,1,0.237322381,0.762677619,1
0.252764482,1,2,1,-0.24690361,2.968789722,2.047583344,1.717689021,1.407401222,0.743348363,3.05543129,-2.284972427,-0.833590643,-1.733562223,-1.676919364,-0.326511818,0.174643406,0.722762273,-0.745540828,-0.156567684,3.300231125,-0.92610535,-0.093449493,1,0.152884004,0.847115996,1
0.676100236,2,1,2,-0.747647644,-1,-1,-1,-1,-1,-0.311577835,1.365054838,1.393329055,0.8444427,0.47333417,1.004440336,0.629021881,-0.56333989,1.08613804,1.678707306,-1.12555572,0.147369479,0.700316921,0,0.961098696,0.038901304,0
-0.049575713,2,3,1,0.735986767,0,0,0,0,0,-0.078804982,-0.272602806,-0.218059544,-0.238970144,-0.157735978,-0.150869088,-0.196782797,-0.235802568,-0.447679178,-0.059218946,0,-0.669709349,-0.080632268,0,0.7785622,0.2214378,1
0.252764482,2,2,1,0.580928959,0.895911216,0.762510588,0.753295259,0.751743851,0.743348363,2.050384357,-2.284972427,1.3407746,0.614611232,0.710725847,0.67953213,0.572521899,0.585652131,0.744622087,-0.087841808,1,0.250836751,-0.064366654,1,0.126058302,0.873941698,0
-0.371034467,2,2,1,0.183516332,0.455658403,0.762510588,0.753295259,0.751743851,0.386961435,0.292907686,-2.284972427,0.381432314,0.045683696,-1.676919364,0.322758901,0.192986225,0.330055633,-0.101796123,-0.071142907,1,0.033844224,-0.043878735,1,0.011847987,0.988152013,1
0.801097817,1,1,1,-0.398587524,0.455658403,-1,-1,-1,0.32550205,-0.418055718,-2.284972427,-2.130954938,-1.733562223,-0.16092812,-1.605527852,-1.425858994,-0.668560304,-1.217425867,0.772183308,0.802530429,-1.046695726,1.809208905,1,0.01819288,0.98180712,1
